codfigurafiscal,descfigurafiscal,indr
9685,De AL Classifica̤̣o Lucro Real de Entrada Industria para Saida Varejo Contribuinte para SC,
9686,De AL Classifica̤̣o Lucro Real de Entrada Industria para Saida Varejo Contribuinte para SE,
9687,De AL Classifica̤̣o Lucro Real de Entrada Industria para Saida Varejo Contribuinte para SP,
9688,De AL Classifica̤̣o Lucro Real de Entrada Industria para Saida Varejo Contribuinte para TO,
9689,De AL Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Contribuinte para qualquer Estado,
10546,De AL Classifica̤̣o Lucro Real de Transfer̻ncia para Industrializa̤̣o para PI,
10547,De AL Classifica̤̣o Lucro Real de Transfer̻ncia para Industrializa̤̣o para PR,
10548,De AL Classifica̤̣o Lucro Real de Transfer̻ncia para Industrializa̤̣o para RJ,
10549,De AL Classifica̤̣o Lucro Real de Transfer̻ncia para Industrializa̤̣o para RN,
10550,De AL Classifica̤̣o Lucro Real de Transfer̻ncia para Industrializa̤̣o para RO,
10551,De AL Classifica̤̣o Lucro Real de Transfer̻ncia para Industrializa̤̣o para RR,
10552,De AL Classifica̤̣o Lucro Real de Transfer̻ncia para Industrializa̤̣o para RS,
10553,De AL Classifica̤̣o Lucro Real de Transfer̻ncia para Industrializa̤̣o para SC,
10554,De AL Classifica̤̣o Lucro Real de Transfer̻ncia para Industrializa̤̣o para SE,
10555,De AL Classifica̤̣o Lucro Real de Transfer̻ncia para Industrializa̤̣o para SP,
10556,De AL Classifica̤̣o Lucro Real de Transfer̻ncia para Industrializa̤̣o para TO,
10557,De AL Classifica̤̣o Lucro Real de Transfer̻ncia para Transfer̻ncia para qualquer Estado,
10558,De AL Classifica̤̣o Lucro Real de Transfer̻ncia para Transfer̻ncia para AC,
10559,De AL Classifica̤̣o Lucro Real de Transfer̻ncia para Transfer̻ncia para AL,
10560,De AL Classifica̤̣o Lucro Real de Transfer̻ncia para Transfer̻ncia para AM,
10561,De AL Classifica̤̣o Lucro Real de Transfer̻ncia para Transfer̻ncia para AP,
10562,De AL Classifica̤̣o Lucro Real de Transfer̻ncia para Transfer̻ncia para BA,
10563,De AL Classifica̤̣o Lucro Real de Transfer̻ncia para Transfer̻ncia para CE,
10564,De AL Classifica̤̣o Lucro Real de Transfer̻ncia para Transfer̻ncia para DF,
10565,De AL Classifica̤̣o Lucro Real de Transfer̻ncia para Transfer̻ncia para ES,
10566,De AL Classifica̤̣o Lucro Real de Transfer̻ncia para Transfer̻ncia para GO,
10567,De AL Classifica̤̣o Lucro Real de Transfer̻ncia para Transfer̻ncia para MA,
10568,De AL Classifica̤̣o Lucro Real de Transfer̻ncia para Transfer̻ncia para MG,
10569,De AL Classifica̤̣o Lucro Real de Transfer̻ncia para Transfer̻ncia para MS,
10570,De AL Classifica̤̣o Lucro Real de Transfer̻ncia para Transfer̻ncia para MT,
10571,De AL Classifica̤̣o Lucro Real de Transfer̻ncia para Transfer̻ncia para PA,
10572,De AL Classifica̤̣o Lucro Real de Transfer̻ncia para Transfer̻ncia para PB,
10573,De AL Classifica̤̣o Lucro Real de Transfer̻ncia para Transfer̻ncia para PE,
10574,De AL Classifica̤̣o Lucro Real de Transfer̻ncia para Transfer̻ncia para PI,
10575,De AL Classifica̤̣o Lucro Real de Transfer̻ncia para Transfer̻ncia para PR,
10576,De AL Classifica̤̣o Lucro Real de Transfer̻ncia para Transfer̻ncia para RJ,
10577,De AL Classifica̤̣o Lucro Real de Transfer̻ncia para Transfer̻ncia para RN,
10578,De AL Classifica̤̣o Lucro Real de Transfer̻ncia para Transfer̻ncia para RO,
10579,De AL Classifica̤̣o Lucro Real de Transfer̻ncia para Transfer̻ncia para RR,
10580,De AL Classifica̤̣o Lucro Real de Transfer̻ncia para Transfer̻ncia para RS,
10581,De AL Classifica̤̣o Lucro Real de Transfer̻ncia para Transfer̻ncia para SC,
10582,De AL Classifica̤̣o Lucro Real de Transfer̻ncia para Transfer̻ncia para SE,
10583,De AL Classifica̤̣o Lucro Real de Transfer̻ncia para Transfer̻ncia para SP,
10584,De AL Classifica̤̣o Lucro Real de Transfer̻ncia para Transfer̻ncia para TO,
10585,De AL Classifica̤̣o Lucro Presumido de qualquer Origem para qualquer Destino para qualquer Estado,
10586,De AL Classifica̤̣o Lucro Presumido de qualquer Origem para qualquer Destino para AC,
10587,De AL Classifica̤̣o Lucro Presumido de qualquer Origem para qualquer Destino para AL,
10588,De AL Classifica̤̣o Lucro Presumido de qualquer Origem para qualquer Destino para AM,
10589,De AL Classifica̤̣o Lucro Presumido de qualquer Origem para qualquer Destino para AP,
10590,De AL Classifica̤̣o Lucro Presumido de qualquer Origem para qualquer Destino para BA,
10591,De AL Classifica̤̣o Lucro Presumido de qualquer Origem para qualquer Destino para CE,
10592,De AL Classifica̤̣o Lucro Presumido de qualquer Origem para qualquer Destino para DF,
10593,De AL Classifica̤̣o Lucro Presumido de qualquer Origem para qualquer Destino para ES,
10594,De AL Classifica̤̣o Lucro Presumido de qualquer Origem para qualquer Destino para GO,
10595,De AL Classifica̤̣o Lucro Presumido de qualquer Origem para qualquer Destino para MA,
10596,De AL Classifica̤̣o Lucro Presumido de qualquer Origem para qualquer Destino para MG,
10597,De AL Classifica̤̣o Lucro Presumido de qualquer Origem para qualquer Destino para MS,
10598,De AL Classifica̤̣o Lucro Presumido de qualquer Origem para qualquer Destino para MT,
10599,De AL Classifica̤̣o Lucro Presumido de qualquer Origem para qualquer Destino para PA,
10600,De AL Classifica̤̣o Lucro Presumido de qualquer Origem para qualquer Destino para PB,
10601,De AL Classifica̤̣o Lucro Presumido de qualquer Origem para qualquer Destino para PE,
10602,De AL Classifica̤̣o Lucro Presumido de qualquer Origem para qualquer Destino para PI,
10603,De AL Classifica̤̣o Lucro Presumido de qualquer Origem para qualquer Destino para PR,
10604,De AL Classifica̤̣o Lucro Presumido de qualquer Origem para qualquer Destino para RJ,
10605,De AL Classifica̤̣o Lucro Presumido de qualquer Origem para qualquer Destino para RN,
10606,De AL Classifica̤̣o Lucro Presumido de qualquer Origem para qualquer Destino para RO,
11433,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Varejo Contribuinte para ES,
11434,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Varejo Contribuinte para GO,
11435,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Varejo Contribuinte para MA,
11436,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Varejo Contribuinte para MG,
11437,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Varejo Contribuinte para MS,
11438,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Varejo Contribuinte para MT,
11439,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Varejo Contribuinte para PA,
11440,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Varejo Contribuinte para PB,
11441,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Varejo Contribuinte para PE,
11442,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Varejo Contribuinte para PI,
11443,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Varejo Contribuinte para PR,
11444,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Varejo Contribuinte para RJ,
11445,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Varejo Contribuinte para RN,
11446,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Varejo Contribuinte para RO,
11447,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Varejo Contribuinte para RR,
11448,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Varejo Contribuinte para RS,
11449,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Varejo Contribuinte para SC,
11450,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Varejo Contribuinte para SE,
11451,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Varejo Contribuinte para SP,
11452,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Varejo Contribuinte para TO,
11453,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Atacado Contribuinte para qualquer Estado,
11454,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Atacado Contribuinte para AC,
11455,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Atacado Contribuinte para AL,
11456,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Atacado Contribuinte para AM,
11457,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Atacado Contribuinte para AP,
11458,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Atacado Contribuinte para BA,
11459,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Atacado Contribuinte para CE,
11460,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Atacado Contribuinte para DF,
11461,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Atacado Contribuinte para ES,
11462,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Atacado Contribuinte para GO,
11463,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Atacado Contribuinte para MA,
11464,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Atacado Contribuinte para MG,
11465,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Atacado Contribuinte para MS,
11466,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Atacado Contribuinte para MT,
11467,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Atacado Contribuinte para PA,
11468,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Atacado Contribuinte para PB,
11469,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Atacado Contribuinte para PE,
11470,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Atacado Contribuinte para PI,
11471,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Atacado Contribuinte para PR,
11472,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Atacado Contribuinte para RJ,
11473,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Atacado Contribuinte para RN,
11474,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Atacado Contribuinte para RO,
11475,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Atacado Contribuinte para RR,
11476,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Atacado Contribuinte para RS,
11477,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Atacado Contribuinte para SC,
11478,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Atacado Contribuinte para SE,
11479,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Atacado Contribuinte para SP,
11480,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Atacado Contribuinte para TO,
11481,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Atacado Simples Nacional para qualquer Estado,
11482,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Atacado Simples Nacional para AC,
11483,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Atacado Simples Nacional para AL,
11484,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Atacado Simples Nacional para AM,
11485,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Atacado Simples Nacional para AP,
11486,De AL Classifica̤̣o Lucro Presumido de Bonifica̤̣o para Saida Atacado Simples Nacional para BA,
12320,De AL Classifica̤̣o Simples Nacional de Entrada Distribuidor para Industrializa̤̣o para TO,
12321,De AL Classifica̤̣o Simples Nacional de Entrada Distribuidor para Transfer̻ncia para qualquer Estado,
12322,De AL Classifica̤̣o Simples Nacional de Entrada Distribuidor para Transfer̻ncia para AC,
12323,De AL Classifica̤̣o Simples Nacional de Entrada Distribuidor para Transfer̻ncia para AL,
12324,De AL Classifica̤̣o Simples Nacional de Entrada Distribuidor para Transfer̻ncia para AM,
12325,De AL Classifica̤̣o Simples Nacional de Entrada Distribuidor para Transfer̻ncia para AP,
12326,De AL Classifica̤̣o Simples Nacional de Entrada Distribuidor para Transfer̻ncia para BA,
12327,De AL Classifica̤̣o Simples Nacional de Entrada Distribuidor para Transfer̻ncia para CE,
12328,De AL Classifica̤̣o Simples Nacional de Entrada Distribuidor para Transfer̻ncia para DF,
12329,De AL Classifica̤̣o Simples Nacional de Entrada Distribuidor para Transfer̻ncia para ES,
12330,De AL Classifica̤̣o Simples Nacional de Entrada Distribuidor para Transfer̻ncia para GO,
12331,De AL Classifica̤̣o Simples Nacional de Entrada Distribuidor para Transfer̻ncia para MA,
12332,De AL Classifica̤̣o Simples Nacional de Entrada Distribuidor para Transfer̻ncia para MG,
12333,De AL Classifica̤̣o Simples Nacional de Entrada Distribuidor para Transfer̻ncia para MS,
12334,De AL Classifica̤̣o Simples Nacional de Entrada Distribuidor para Transfer̻ncia para MT,
12335,De AL Classifica̤̣o Simples Nacional de Entrada Distribuidor para Transfer̻ncia para PA,
12336,De AL Classifica̤̣o Simples Nacional de Entrada Distribuidor para Transfer̻ncia para PB,
12337,De AL Classifica̤̣o Simples Nacional de Entrada Distribuidor para Transfer̻ncia para PE,
12338,De AL Classifica̤̣o Simples Nacional de Entrada Distribuidor para Transfer̻ncia para PI,
12339,De AL Classifica̤̣o Simples Nacional de Entrada Distribuidor para Transfer̻ncia para PR,
12340,De AL Classifica̤̣o Simples Nacional de Entrada Distribuidor para Transfer̻ncia para RJ,
12341,De AL Classifica̤̣o Simples Nacional de Entrada Distribuidor para Transfer̻ncia para RN,
12342,De AL Classifica̤̣o Simples Nacional de Entrada Distribuidor para Transfer̻ncia para RO,
12343,De AL Classifica̤̣o Simples Nacional de Entrada Distribuidor para Transfer̻ncia para RR,
12344,De AL Classifica̤̣o Simples Nacional de Entrada Distribuidor para Transfer̻ncia para RS,
12345,De AL Classifica̤̣o Simples Nacional de Entrada Distribuidor para Transfer̻ncia para SC,
12346,De AL Classifica̤̣o Simples Nacional de Entrada Distribuidor para Transfer̻ncia para SE,
12347,De AL Classifica̤̣o Simples Nacional de Entrada Distribuidor para Transfer̻ncia para SP,
12348,De AL Classifica̤̣o Simples Nacional de Entrada Distribuidor para Transfer̻ncia para TO,
12349,De AL Classifica̤̣o Simples Nacional de Entrada Simples Nacional para qualquer Destino para qualquer Estado,
12350,De AL Classifica̤̣o Simples Nacional de Entrada Simples Nacional para qualquer Destino para AC,
12351,De AL Classifica̤̣o Simples Nacional de Entrada Simples Nacional para qualquer Destino para AL,
12352,De AL Classifica̤̣o Simples Nacional de Entrada Simples Nacional para qualquer Destino para AM,
12353,De AL Classifica̤̣o Simples Nacional de Entrada Simples Nacional para qualquer Destino para AP,
12354,De AL Classifica̤̣o Simples Nacional de Entrada Simples Nacional para qualquer Destino para BA,
12355,De AL Classifica̤̣o Simples Nacional de Entrada Simples Nacional para qualquer Destino para CE,
12356,De AL Classifica̤̣o Simples Nacional de Entrada Simples Nacional para qualquer Destino para DF,
12357,De AL Classifica̤̣o Simples Nacional de Entrada Simples Nacional para qualquer Destino para ES,
12358,De AL Classifica̤̣o Simples Nacional de Entrada Simples Nacional para qualquer Destino para GO,
12359,De AL Classifica̤̣o Simples Nacional de Entrada Simples Nacional para qualquer Destino para MA,
12360,De AL Classifica̤̣o Simples Nacional de Entrada Simples Nacional para qualquer Destino para MG,
12361,De AL Classifica̤̣o Simples Nacional de Entrada Simples Nacional para qualquer Destino para MS,
12362,De AL Classifica̤̣o Simples Nacional de Entrada Simples Nacional para qualquer Destino para MT,
12363,De AL Classifica̤̣o Simples Nacional de Entrada Simples Nacional para qualquer Destino para PA,
12364,De AL Classifica̤̣o Simples Nacional de Entrada Simples Nacional para qualquer Destino para PB,
12365,De AL Classifica̤̣o Simples Nacional de Entrada Simples Nacional para qualquer Destino para PE,
12366,De AL Classifica̤̣o Simples Nacional de Entrada Simples Nacional para qualquer Destino para PI,
12367,De AL Classifica̤̣o Simples Nacional de Entrada Simples Nacional para qualquer Destino para PR,
12368,De AL Classifica̤̣o Simples Nacional de Entrada Simples Nacional para qualquer Destino para RJ,
12369,De AL Classifica̤̣o Simples Nacional de Entrada Simples Nacional para qualquer Destino para RN,
12370,De AL Classifica̤̣o Simples Nacional de Entrada Simples Nacional para qualquer Destino para RO,
12371,De AL Classifica̤̣o Simples Nacional de Entrada Simples Nacional para qualquer Destino para RR,
12372,De AL Classifica̤̣o Simples Nacional de Entrada Simples Nacional para qualquer Destino para RS,
12373,De AL Classifica̤̣o Simples Nacional de Entrada Simples Nacional para qualquer Destino para SC,
12374,De AL Classifica̤̣o Simples Nacional de Entrada Simples Nacional para qualquer Destino para SE,
12375,De AL Classifica̤̣o Simples Nacional de Entrada Simples Nacional para qualquer Destino para SP,
9690,De AL Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Contribuinte para AC,
