codigo,ncmsh,categoria,descricao,ipi,vigencia_inicio,vigencia_fim,un_tributada,un_tributada_descricao,observacao,usultalteracao,dtultimalteracao,dtcadastro
34021300,34021300,"SABÕES, AGENTES ORGÂNICOS DE SUPERFÍCIE, PREPARAÇÕES PARA LAVAGEM, PREPARAÇÕES LUBRIFICANTES, CERAS ARTIFICIAIS, CERAS PREPARADAS, PRODUTOS DE CONSERVAÇÃO E LIMPEZA, VELAS E ARTIGOS SEMELHANTES, MASSAS OU PASTAS PARA MODELAR, “CERAS PARA DENTISTAS” E COMPOSIÇÕES PARA DENTISTAS À BASE DE GESSO","AGENTES ORGANICOS DE SUPERFICIE,NAO IONICOS",5,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:20.338004
34021900,34021900,"SABÕES, AGENTES ORGÂNICOS DE SUPERFÍCIE, PREPARAÇÕES PARA LAVAGEM, PREPARAÇÕES LUBRIFICANTES, CERAS ARTIFICIAIS, CERAS PREPARADAS, PRODUTOS DE CONSERVAÇÃO E LIMPEZA, VELAS E ARTIGOS SEMELHANTES, MASSAS OU PASTAS PARA MODELAR, “CERAS PARA DENTISTAS” E COMPOSIÇÕES PARA DENTISTAS À BASE DE GESSO",OUTROS AGENTES ORGANICOS DE SUPERFICIE,5,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:20.347525
34022000,34022000,"SABÕES, AGENTES ORGÂNICOS DE SUPERFÍCIE, PREPARAÇÕES PARA LAVAGEM, PREPARAÇÕES LUBRIFICANTES, CERAS ARTIFICIAIS, CERAS PREPARADAS, PRODUTOS DE CONSERVAÇÃO E LIMPEZA, VELAS E ARTIGOS SEMELHANTES, MASSAS OU PASTAS PARA MODELAR, “CERAS PARA DENTISTAS” E COMPOSIÇÕES PARA DENTISTAS À BASE DE GESSO","PREPARACOES TENSOATIVAS,PARA LAVAGEM E LIMPEZA",5,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:20.357047
34029011,34029011,"SABÕES, AGENTES ORGÂNICOS DE SUPERFÍCIE, PREPARAÇÕES PARA LAVAGEM, PREPARAÇÕES LUBRIFICANTES, CERAS ARTIFICIAIS, CERAS PREPARADAS, PRODUTOS DE CONSERVAÇÃO E LIMPEZA, VELAS E ARTIGOS SEMELHANTES, MASSAS OU PASTAS PARA MODELAR, “CERAS PARA DENTISTAS” E COMPOSIÇÕES PARA DENTISTAS À BASE DE GESSO",MISTURAS DE AGENTE ORGAN.DE SUPERF.CONT.PRODS. N/IONICOS,5,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:20.366232
30039087,30039087,PRODUTOS FARMACÊUTICOS,"MEDICAMENTO C/CLORIDRATO DE TIZANIDINA, CETOCONAZOL,FURAZOLIDONA.EXC.EM DOSES",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.444900
30039088,30039088,PRODUTOS FARMACÊUTICOS,"MEDICAM.CONTENDO AMPRENAVIR, APREPITANTO, DELAVIRDINA OU SEU MESILATO, EFAVIRENZ, EMTRICITABINA, ETOPÓSIDO, FOSFATO DE FLUDARABINA, FOSAMPRENAVIR CÁLCICO, GENCITABINA OU SEU CLORIDRATO, RALTITREXIDA, RITONAVIR, TENIPÓSIDO, .EXC.DOSES",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.454227
30039089,30039089,PRODUTOS FARMACÊUTICOS,MEDICAMENTO C/OUTS.COMPOST.HETEROCICL. ETC.EXC.EM DOSES,0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.463381
30039091,30039091,PRODUTOS FARMACÊUTICOS,"MEDICAMENTO CONTENDO EXTRATO DE POLEN,EXC.EM DOSES",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.475424
30039092,30039092,PRODUTOS FARMACÊUTICOS,"MEDICAMENTO CONT.DISOFENOL/CRISAROBINA,ETC.EXC.EM DOSES",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.484843
30039093,30039093,PRODUTOS FARMACÊUTICOS,"MEDICAMENTO CONTENDO DICOFLENACO RESINATO,EXC.EM DOSES",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.494028
30039094,30039094,PRODUTOS FARMACÊUTICOS,"MEDICAMENTO CONTENDO SILIMARINA,EXC.EM DOSES",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.502912
30039095,30039095,PRODUTOS FARMACÊUTICOS,"BUSSULFANO, DEXORMAPLATINA, DIETILESTILBESTROL OU SEU DIPROPIONATO, ENLOPLATINA, FILGRASTINA, IPROPLATINA, LOBAPLATINA, MIBOPLATINA, MILTEFOSINA, MITOTANO, ORMAPLATINA, PROCARBAZINA OU SEU CLORIDRATO, PROPOFOL, SEBRIPLATINA, ZENIPLATINA .EXC.EM DOSES",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.512021
30039096,30039096,PRODUTOS FARMACÊUTICOS,COMPLEXO DE FERRO DEXTRANA,0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.523045
30039099,30039099,PRODUTOS FARMACÊUTICOS,"OUTS.MEDICAM.CONT.PRODS.MISTURADOS,P/FINS TERAPEUT.ETC.",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.532258
30041011,30041011,PRODUTOS FARMACÊUTICOS,"MEDICAMENTO CONTENDO AMPICILINA OU SEUS SAIS,EM DOSES",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.541444
30041012,30041012,PRODUTOS FARMACÊUTICOS,"MEDICAMENTO CONTENDO AMOXICILINA OU SEUS SAIS,EM DOSES",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.550360
30041013,30041013,PRODUTOS FARMACÊUTICOS,"MEDICAMENTO CONTENDO PENICILINA G BENZATINICA,EM DOSES",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.559735
30041014,30041014,PRODUTOS FARMACÊUTICOS,"MEDICAMENTO CONTENDO PENICILINA G POTASSICA,EM DOSES",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.568407
30041015,30041015,PRODUTOS FARMACÊUTICOS,"MEDICAMENTO CONTENDO PENICILINA G PROCAINICA,EM DOSES",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.577656
30041019,30041019,PRODUTOS FARMACÊUTICOS,MEDICAMENTO CONT.OUTS.PENICILINAS/SEUS DERIVS.EM DOSES,0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.586254
30041020,30041020,PRODUTOS FARMACÊUTICOS,MEDICAMENTO CONT.ESTREPTOMICINAS/SEUS DERIVS.EM DOSES,0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.595261
30042011,30042011,PRODUTOS FARMACÊUTICOS,"MEDICAMENTO C/CLORANFENICOL/SEU PALMITATO, ETC.EM DOSES",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.604155
30042019,30042019,PRODUTOS FARMACÊUTICOS,"MEDICAMENTO CONTENDO ANFENICOIS/OUTS.SAIS,EM DOSES",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.613071
30042021,30042021,PRODUTOS FARMACÊUTICOS,"MEDICAMENTO CONTENDO ERITROMICINA OU SEUS SAIS,EM DOSES",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.622383
30042029,30042029,PRODUTOS FARMACÊUTICOS,"OUTS.MEDICAMENTOS CONT.MACROLIDEOS /DERIVADOS,EM DOSES",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.631228
30042031,30042031,PRODUTOS FARMACÊUTICOS,"MEDICAMENTO CONTENDO RIFAMICINA SV SODICA,EM DOSES",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.642451
30042032,30042032,PRODUTOS FARMACÊUTICOS,"MEDICAMENTO CONTENDO RIFAMPICINA,EM DOSES",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.651601
30042039,30042039,PRODUTOS FARMACÊUTICOS,"OUTS.MEDICAMENTOS CONT.ANSAMICINAS/ DERIVADOS,EM DOSES",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.660438
30042041,30042041,PRODUTOS FARMACÊUTICOS,"MEDICAMENTO CONTENDO CLORIDRATO DE LINCOMICINA,EM DOSES",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.669672
30042049,30042049,PRODUTOS FARMACÊUTICOS,"OUTROS MEDICAMENTOS CONT.LINCOSAMIDAS/ DERIVADOS,EM DOSE",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.678524
30042051,30042051,PRODUTOS FARMACÊUTICOS,"MEDICAMENTO CONTENDO CAFALOTINA SODICA,EM DOSES",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.687508
30042052,30042052,PRODUTOS FARMACÊUTICOS,MEDICAMENTO C/CEFACLOR/CEFALEXINA MONOIDRATADS.EM DOSES,0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.696468
30042059,30042059,PRODUTOS FARMACÊUTICOS,"OUTROS MEDICAMENTOS CONTENDO CEFALOSPORINAS,ETC.EM DOSE",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.705635
30042061,30042061,PRODUTOS FARMACÊUTICOS,"MEDICAMENTO CONTENDO SULFATO DE GENTAMICINA,EM DOSES",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.714721
30042062,30042062,PRODUTOS FARMACÊUTICOS,"MEDICAMENTO CONTENDO DAUNORUBICINA, EM DOSES",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.723550
30042063,30042063,PRODUTOS FARMACÊUTICOS,"MEDICAMENTO CONTENDO PIRARUBICINA, EM DOSES",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.732502
30042069,30042069,PRODUTOS FARMACÊUTICOS,OUTS.MEDICAMENTOS CONT.AMINOGLUCOSIDIOS/ DERIVS.EM DOSES,0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.741626
39012011,39012011,PLÁSTICO E SUAS OBRAS,"POLIETILENO C/CARGA,VULCANIZ.D>=1.3,EM FORMA PRIMARIA",5,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:25.049765
39012019,39012019,PLÁSTICO E SUAS OBRAS,"OUTS.POLIETILENOS C/CARGA,D>=0.94,EM FORMAS PRIMARIAS",5,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:25.059266
39012021,39012021,PLÁSTICO E SUAS OBRAS,"POLIETILENO S/CARGA,VULCANIZ.DENS>1.3,EM FORMA PRIMARIA",5,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:25.068557
39012029,39012029,PLÁSTICO E SUAS OBRAS,"OUTS.POLIETILENOS S/CARGA,D>=0.94,EM FORMAS PRIMARIAS",5,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:25.078005
39013010,39013010,PLÁSTICO E SUAS OBRAS,"COPOLIMERO DE ETILENO/ACETATO VINILA,EM LIQUIDOS,PASTAS",5,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:25.087377
39013090,39013090,PLÁSTICO E SUAS OBRAS,"COPOLIMERO ETILENO/ACETATO VINILA,EM OUTS.FORMAS PRIMAR",5,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:25.096757
39014000,39014000,PLÁSTICO E SUAS OBRAS,"COPOLIMEROS DE ETILENO E ALFA OLEFINA, DE DENSIDADE INFERIOR A 0,94",5,2017-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:25.106361
39019010,39019010,PLÁSTICO E SUAS OBRAS,"COPOLIMERO DE ETILENO/ACIDO ACRILICO,EM FORMAS PRIMARS.",5,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:25.117627
39019020,39019020,PLÁSTICO E SUAS OBRAS,COPOLIMEROS DE ETILENO/MONOMEROS ETC.EM FORMAS PRIMARS.,5,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:25.127301
39019030,39019030,PLÁSTICO E SUAS OBRAS,"POLIETILENO CLOROSSULFONADO,EM FORMA PRIMARIA",5,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:25.136776
39019040,39019040,PLÁSTICO E SUAS OBRAS,POLIETILENO CLORADO,5,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:25.146054
39019050,39019050,PLÁSTICO E SUAS OBRAS,"COPOLÍMEROS DE ETILENO - ÁCIDO METACRÍLICO, COM UM CONTEÚDO DE ETILENO SUPERIOR OU IGUAL A 60%, EM PESO",5,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:25.155567
39019090,39019090,PLÁSTICO E SUAS OBRAS,"OUTROS POLIMEROS DE ETILENO,EM FORMAS PRIMARIAS",5,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:25.164848
39021010,39021010,PLÁSTICO E SUAS OBRAS,"POLIPROPILENO COM CARGA,EM FORMA PRIMARIA",5,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:25.174310
39021020,39021020,PLÁSTICO E SUAS OBRAS,"POLIPROPILENO SEM CARGA,EM FORMA PRIMARIA",5,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:25.183934
39022000,39022000,PLÁSTICO E SUAS OBRAS,POLIISOBUTILENO EM FORMA PRIMARIA,5,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:25.193345
39023000,39023000,PLÁSTICO E SUAS OBRAS,"COPOLIMEROS DE PROPILENO,EM FORMAS PRIMARIAS",5,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:25.203523
39029000,39029000,PLÁSTICO E SUAS OBRAS,"OUTS.POLIMEROS DE PROPILENO/OLEFINAS,EM FORMAS PRIMARS.",5,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:25.212775
39031110,39031110,PLÁSTICO E SUAS OBRAS,"POLIESTIRENO EXPANSIVEL,COM CARGA,EM FORMA PRIMARIA",5,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:25.221963
39031120,39031120,PLÁSTICO E SUAS OBRAS,"POLIESTIRENO EXPANSIVEL,SEM CARGA,EM FORMA PRIMARIA",5,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:25.233529
39031900,39031900,PLÁSTICO E SUAS OBRAS,OUTROS POLIESTIRENOS EM FORMAS PRIMARIAS,5,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:25.242756
39032000,39032000,PLÁSTICO E SUAS OBRAS,"COPOLIMEROS DE ESTIRENO-ACRILONITRILA,EM FORMAS PRIMARS",5,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:25.252391
39033010,39033010,PLÁSTICO E SUAS OBRAS,"COPOLIMEROS DE ACRILONITRILA-BUTADIENO-ESTIRENO,C/CARGA",5,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:25.262414
39033020,39033020,PLÁSTICO E SUAS OBRAS,"COPOLIMEROS DE ACRILONITRILA-BUTADIENO-ESTIRENO,S/CARGA",5,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:25.271688
39039010,39039010,PLÁSTICO E SUAS OBRAS,COPOLIMEROS DE METACRILATO DE METILA-BUTADIENO-ESTIRENO,5,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:25.286031
39039020,39039020,PLÁSTICO E SUAS OBRAS,COPOLIMEROS DE ACRILONITRILA-ESTIRENO-ACRILATO DE BUTILA (ASA),5,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:25.295592
39039090,39039090,PLÁSTICO E SUAS OBRAS,"OUTROS POLIMEROS DE ESTIRENO,EM FORMAS PRIMARIAS",5,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:25.304908
39041010,39041010,PLÁSTICO E SUAS OBRAS,"POLICLORETO DE VINILA,OBT.PROC.SUSPENSAO,FORMA PRIMARIA",5,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:25.314437
39041020,39041020,PLÁSTICO E SUAS OBRAS,"POLICLORETO DE VINILA,OBT.PROC.EMULSAO,FORMA PRIMARIA",5,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:25.323931
39041090,39041090,PLÁSTICO E SUAS OBRAS,"OUTROS POLICLORETOS DE VINILA,EM FORMAS PRIMARIAS",5,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:25.333210
39042100,39042100,PLÁSTICO E SUAS OBRAS,"POLICLORETO DE VINILA,N/PLASTIFICADO,EM FORMA PRIMARIA",5,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:25.344096
39042200,39042200,PLÁSTICO E SUAS OBRAS,"POLICLORETO DE VINILA,PLASTIFICADO,EM FORMA PRIMARIA",5,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:25.355770
39043000,39043000,PLÁSTICO E SUAS OBRAS,"COPOLIMEROS DE CLORETO,ACETATO DE VINILA, FORMAS PRIMARS",5,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:25.365187
39044010,39044010,PLÁSTICO E SUAS OBRAS,"COPOLIMEROS DE CLORETO,ACETATO VINILA C/AC. DIBASICO,ETC",5,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:25.375233
39044090,39044090,PLÁSTICO E SUAS OBRAS,"OUTS.COPOLIMEROS DE CLORETO DE VINILA,FORMAS PRIMARIAS",5,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:25.384895
41015020,41015020,"PELES, EXCETO AS PELES COM PELO, E COUROS","COUROS E PELES EM BRUTO,DE BOVINO,INTEIRAS,QDO SECAS, ETC>16KG, ETC., DIVIDIDOS COM A FLOR",NT,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:29.581274
41015030,41015030,"PELES, EXCETO AS PELES COM PELO, E COUROS","COUROS E PELES EM BRUTO,DE BOVINO,INTEIRAS,QDO SECAS,ETC>16KG,ETC., DIVIDIDOS SEM A FLOR",NT,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:29.591060
41019010,41019010,"PELES, EXCETO AS PELES COM PELO, E COUROS","OUTS COUROS E PELE EM BRUTO,DE BOVINO, (DORSOS), N/DIVIDIDA, FRESCA,ETC.",NT,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:29.600833
41019020,41019020,"PELES, EXCETO AS PELES COM PELO, E COUROS","OUTS COUROS E PELE EM BRUTO,DE BOVINO (DORSO),DIVID. C/FLOR, FRESCA,ETC",NT,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:29.611183
41019030,41019030,"PELES, EXCETO AS PELES COM PELO, E COUROS","OUTS OUROS E PELE EM BRUTO,DE BOVINO (DORSO),DIVID.S/FLOR, FRESCA,ETC",NT,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:29.621630
41021000,41021000,"PELES, EXCETO AS PELES COM PELO, E COUROS","PELES EM BRUTO,DE OVINOS,COM LA",NT,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:29.631594
41022100,41022100,"PELES, EXCETO AS PELES COM PELO, E COUROS","PELES EM BRUTO,DE OVINOS,PICLADAS",NT,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:29.642607
41022900,41022900,"PELES, EXCETO AS PELES COM PELO, E COUROS","OUTS.PELES EM BRUTO,DE OVINOS,DEPILADAS OU SEM LA",NT,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:29.652651
41032000,41032000,"PELES, EXCETO AS PELES COM PELO, E COUROS","PELES EM BRUTO,DE REPTEIS",NT,2016-01-01T00:00:00,,UN,UNIDADE,Revertido pela NT 2016.001 v1.30,,,2018-03-02T17:29:29.662510
41033000,41033000,"PELES, EXCETO AS PELES COM PELO, E COUROS","PELES EM BRUTO,DE SUINOS",NT,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:29.674537
41039000,41039000,"PELES, EXCETO AS PELES COM PELO, E COUROS","PELES EM BRUTO,DE OUTS.ANIMAIS",NT,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:29.684567
41041111,41041111,"PELES, EXCETO AS PELES COM PELO, E COUROS","COURO/PELE INTEIRA,DE BOVINO,S<=2.6M2,WET BLUE,N/DIVID.",0,2016-01-01T00:00:00,,M2,METRO QUADRADO,Revertido pela NT 2016.001 v1.30,,,2018-03-02T17:29:29.694705
41041112,41041112,"PELES, EXCETO AS PELES COM PELO, E COUROS","OUTS COURO/PELE INTEIRA,DE BOVINO,S<=2.6M2,WET BLUE,N/DIVID.",0,2016-01-01T00:00:00,,M2,METRO QUADRADO,Revertido pela NT 2016.001 v1.30,,,2018-03-02T17:29:29.704903
41041113,41041113,"PELES, EXCETO AS PELES COM PELO, E COUROS","OUTS COURO/PELE INTEIRA,DE BOVINO,S<=2.6M2,WET BLUE, COM PRE-CURTIMENTA VEGETAL",0,2016-01-01T00:00:00,,M2,METRO QUADRADO,Revertido pela NT 2016.001 v1.30,,,2018-03-02T17:29:29.714994
30039019,30039019,PRODUTOS FARMACÊUTICOS,"MEDICAMENTO C/OUTS.VITAMINAS,PROVITAM.DERIVS.EXC.DOSES",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:15.928196
30039021,30039021,PRODUTOS FARMACÊUTICOS,"MEDICAMENTO CONTENDO ESTREPTOQUINASE,EXC.EM DOSES",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:15.937149
30039022,30039022,PRODUTOS FARMACÊUTICOS,"MEDICAMENTO CONTENDO L-ASPARAGINASE,EXC.EM DOSES",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:15.946150
30039023,30039023,PRODUTOS FARMACÊUTICOS,"MEDICAMENTO CONTENDO DEOXIMBONUCLEASE,EXC.EM DOSES",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:15.955062
30039029,30039029,PRODUTOS FARMACÊUTICOS,"MEDICAMENTO C/OUTS.ENZIMAS,N/CONT.VITAMS.ETC.EXC.DOSES",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:15.964660
30039031,30039031,PRODUTOS FARMACÊUTICOS,"MEDICAMENTO CONTENDO PERMETRINA,ETC.EXC.EM DOSES",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:15.973687
30039032,30039032,PRODUTOS FARMACÊUTICOS,"MEDICAMENTO CONT.ÁCIDO CÓLICO, ÁCIDO DEOXICÓLICO, SAL MAGNÉSICO DO ÁCIDO DEIDROCÓLICO,ETC.EXC.EM DOSES",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:15.984979
30039033,30039033,PRODUTOS FARMACÊUTICOS,"MEDICAMENTO C/ACIDO GLUCONICO/SAIS/ESTERES,EXC.EM DOSES",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:15.995097
30039034,30039034,PRODUTOS FARMACÊUTICOS,MEDICAMENTO C/ACIDO O-ACETILSALICILICO/ETC.EXC.EM DOSES,0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.004192
30039035,30039035,PRODUTOS FARMACÊUTICOS,LACTOFOSFATO DE CALCIO,0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.013381
30039036,30039036,PRODUTOS FARMACÊUTICOS,MEDICAMENTO CONT.ACIDO LACTICO/SAIS/ETC.EXC.EM DOSES,0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.022092
30039037,30039037,PRODUTOS FARMACÊUTICOS,MEDICAMENTO CONT.ACIDO FUMARICO/SAIS/ETC. EXC.EM DOSES,0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.031079
30039038,30039038,PRODUTOS FARMACÊUTICOS,MEDICAMENTO CONTENDO ETRETINATO/ETC.EXC.EM DOSES,0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.040030
30039039,30039039,PRODUTOS FARMACÊUTICOS,"MEDICAMENTO C/OUTS.ACIDOS CARBOXILICOS,ETC. EXC.EM DOSES",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.049411
30039041,30039041,PRODUTOS FARMACÊUTICOS,"MEDICAMENTO C/SULFATO DE TRANILCIPROMINA,ETC. EXC.DOSES",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.058767
30039042,30039042,PRODUTOS FARMACÊUTICOS,"MEDICAMENTO C/ACIDO SULFANILICO,SAIS,ETC.EXC.EM DOSES",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.067659
30039043,30039043,PRODUTOS FARMACÊUTICOS,"MEDICAMENTO C/CLEMBUTEROL/SEU CLORIDRATO,EXC.EM DOSES",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.076717
30039044,30039044,PRODUTOS FARMACÊUTICOS,"MEDICAMENTO CONTENDO TAMOXIFEN/SEU CITRATO,EXC.EM DOSES",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.085549
30039045,30039045,PRODUTOS FARMACÊUTICOS,"MEDICAMENTO CONTENDO LEVODOPA, ALFA-METILDOPA",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.096512
30039046,30039046,PRODUTOS FARMACÊUTICOS,"MEDICAMENTO C/CLORIDRATO DE FENILEFRINA,ETC.EXC.DOSES",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.105757
30039047,30039047,PRODUTOS FARMACÊUTICOS,"MEDICAMENTO CONT.DICLOFENACO DE SODIO,ETC.EXC.EM DOSES",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:29:16.114692
