codigo,ncmsh,categoria,descricao,ipi,vigencia_inicio,vigencia_fim,un_tributada,un_tributada_descricao,observacao,usultalteracao,dtultimalteracao,dtcadastro
28276012,28276012,"PRODUTOS QUÍMICOS INORGÂNICOS, COMPOSTOS INORGÂNICOS OU ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS",IODETOS DE POTASSIO,0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:56.912240
28276019,28276019,"PRODUTOS QUÍMICOS INORGÂNICOS, COMPOSTOS INORGÂNICOS OU ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS",OUTROS IODETOS,0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:56.920302
28276021,28276021,"PRODUTOS QUÍMICOS INORGÂNICOS, COMPOSTOS INORGÂNICOS OU ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS",OXIIODETOS DE POTASSIO,0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:56.928275
28276029,28276029,"PRODUTOS QUÍMICOS INORGÂNICOS, COMPOSTOS INORGÂNICOS OU ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS",OUTROS OXIIODETOS,0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:56.936372
21033010,21033010,PREPARAÇÕES ALIMENTÍCIAS DIVERSAS,FARINHA DE MOSTARDA,0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:52.701216
21033021,21033021,PREPARAÇÕES ALIMENTÍCIAS DIVERSAS,"MOSTARDA PREPARADA,EM EMBALAGENS IMEDIATAS,PESO<=1KG",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:52.708907
21033029,21033029,PREPARAÇÕES ALIMENTÍCIAS DIVERSAS,OUTROS MOSTARDAS PREPARADAS,0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:52.718259
21039011,21039011,PREPARAÇÕES ALIMENTÍCIAS DIVERSAS,"MAIONESE EM EMBALAGENS IMEDIATAS,PESO<=1KG",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:52.728069
21039019,21039019,PREPARAÇÕES ALIMENTÍCIAS DIVERSAS,OUTROS MAIONESES,0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:52.737065
21039021,21039021,PREPARAÇÕES ALIMENTÍCIAS DIVERSAS,"CONDIMENTOS E TEMPEROS,COMPOSTOS, EMBALAG.IMEDIAT.P<=1KG",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:52.744819
21039029,21039029,PREPARAÇÕES ALIMENTÍCIAS DIVERSAS,"OUTROS CONDIMENTOS E TEMPEROS,COMPOSTOS",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:52.752969
21039091,21039091,PREPARAÇÕES ALIMENTÍCIAS DIVERSAS,"OUTS.PREPARS.P/MOLHOS,MOLHOS PREPARS.EMBAL. IMED.P<=1KG",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:52.760678
21039099,21039099,PREPARAÇÕES ALIMENTÍCIAS DIVERSAS,OUTROS PREPARACOES PARA MOLHOS E MOLHOS PREPARADOS,0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:52.769477
21041011,21041011,PREPARAÇÕES ALIMENTÍCIAS DIVERSAS,"PREPARACOES P/CALDOS E SOPAS,EMBALAGS. IMEDIATAS,P<=1KG",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:52.777312
21041019,21041019,PREPARAÇÕES ALIMENTÍCIAS DIVERSAS,OUTROS PREPARACOES PARA CALDOS E SOPAS,0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:52.784916
21041021,21041021,PREPARAÇÕES ALIMENTÍCIAS DIVERSAS,"CALDOS E SOPAS,PREPARADOS,EMBALAGENS IMEDIATAS,P<=1KG",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:52.793192
21041029,21041029,PREPARAÇÕES ALIMENTÍCIAS DIVERSAS,"OUTROS CALDOS E SOPAS,PREPARADOS",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:52.800701
21042000,21042000,PREPARAÇÕES ALIMENTÍCIAS DIVERSAS,"PREPARACOES ALIMENTICIAS COMPOSTAS, HOMOGENEIZADAS",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:52.809221
21050010,21050010,PREPARAÇÕES ALIMENTÍCIAS DIVERSAS,"SORVETES,MESMO CONTENDO CACAU,EMBALAGS. IMEDIATAS,P<=2KG",5,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:52.816841
21050090,21050090,PREPARAÇÕES ALIMENTÍCIAS DIVERSAS,"OUTROS SORVETES,MESMO CONTENDO CACAU",5,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:52.826878
21061000,21061000,PREPARAÇÕES ALIMENTÍCIAS DIVERSAS,"CONCENTRADOS DE PROTEINAS,SUBSTS.PROTEICAS TEXTURIZADAS",14,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:52.834530
21069010,21069010,PREPARAÇÕES ALIMENTÍCIAS DIVERSAS,OUTROS PREPARACOES PARA ELABORACAO DE BEBIDAS,14,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:52.842365
21069021,21069021,PREPARAÇÕES ALIMENTÍCIAS DIVERSAS,"POS P/PREPARACOES DE PUDINS,EMBALAGENS IMEDIATAS,P<=1KG",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:52.850126
21069029,21069029,PREPARAÇÕES ALIMENTÍCIAS DIVERSAS,"POS P/PREPARS.DE CREMES,SORVETES, GELATINAS, FLANS,ETC.",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:52.858297
21069030,21069030,PREPARAÇÕES ALIMENTÍCIAS DIVERSAS,COMPLEMENTOS ALIMENTARES,0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:52.865981
21069040,21069040,PREPARAÇÕES ALIMENTÍCIAS DIVERSAS,"MISTURAS A BASE DE ASCORBATO SODIO,GLUCOSE, P/EMBUTIDOS",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:52.873880
21069050,21069050,PREPARAÇÕES ALIMENTÍCIAS DIVERSAS,"GOMAS DE MASCAR, SEM AÇUCAR",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:52.881500
21069060,21069060,PREPARAÇÕES ALIMENTÍCIAS DIVERSAS,"CARAMELOS, CONFEITOS, PASTILHAS E PRODUTOS SEMELHANTES, SEM AÇUCAR",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:52.889465
25010011,25010011,"SAL, ENXOFRE, TERRAS E PEDRAS, GESSO, CAL E CIMENTO",SAL MARINHO ( NVE ),NT,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:53.648283
25010019,25010019,"SAL, ENXOFRE, TERRAS E PEDRAS, GESSO, CAL E CIMENTO","OUTROS TIPOS DE SAL A GRANEL,SEM AGREGADOS",NT,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:53.656466
25010020,25010020,"SAL, ENXOFRE, TERRAS E PEDRAS, GESSO, CAL E CIMENTO",SAL DE MESA,NT,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:53.664806
25010090,25010090,"SAL, ENXOFRE, TERRAS E PEDRAS, GESSO, CAL E CIMENTO","OUTS.TIPOS DE SAL,CLORETO DE SODIO PURO E AGUA DO MAR",NT,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:53.673012
25020000,25020000,"SAL, ENXOFRE, TERRAS E PEDRAS, GESSO, CAL E CIMENTO",PIRITAS DE FERRO NAO USTULADAS,NT,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:53.680858
25030010,25030010,"SAL, ENXOFRE, TERRAS E PEDRAS, GESSO, CAL E CIMENTO","ENXOFRE A GRANEL,EXC.SUBLIMADO,PRECIPITADO OU COLOIDAL",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:53.688751
25030090,25030090,"SAL, ENXOFRE, TERRAS E PEDRAS, GESSO, CAL E CIMENTO","OUTS.FORMAS DE ENXOFRE,EXC.SUBLIMADO, PRECIPIT.COLOIDAL",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:53.696529
25041000,25041000,"SAL, ENXOFRE, TERRAS E PEDRAS, GESSO, CAL E CIMENTO",GRAFITA NATURAL EM PO OU EM ESCAMAS,NT,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:53.704706
25049000,25049000,"SAL, ENXOFRE, TERRAS E PEDRAS, GESSO, CAL E CIMENTO",OUTROS FORMAS DE GRAFITA NATURAL,NT,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:53.712460
25051000,25051000,"SAL, ENXOFRE, TERRAS E PEDRAS, GESSO, CAL E CIMENTO",AREIAS SILICIOSAS E AREIAS QUARTZOSAS,NT,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:53.720370
25059000,25059000,"SAL, ENXOFRE, TERRAS E PEDRAS, GESSO, CAL E CIMENTO","OUTROS AREIAS NATURAIS,MESMO CORADAS",NT,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:53.728114
25061000,25061000,"SAL, ENXOFRE, TERRAS E PEDRAS, GESSO, CAL E CIMENTO",QUARTZO,NT,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:53.735939
25062000,25062000,"SAL, ENXOFRE, TERRAS E PEDRAS, GESSO, CAL E CIMENTO","QUARTZITOS EM BRUTO OU DESBASTADOS, CORTADO À SERRA OU OUTRO MEIO, EM BLOCO OU PLACA, DE FORMA QUADRADA, RETANGULAR ...",NT,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:53.745812
25070010,25070010,"SAL, ENXOFRE, TERRAS E PEDRAS, GESSO, CAL E CIMENTO",CAULIM,NT,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:53.753605
25070090,25070090,"SAL, ENXOFRE, TERRAS E PEDRAS, GESSO, CAL E CIMENTO","OUTROS ARGILAS CAULINICAS,MESMO CALCINADAS",NT,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:53.761519
25081000,25081000,"SAL, ENXOFRE, TERRAS E PEDRAS, GESSO, CAL E CIMENTO",BENTONITA,NT,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:53.769185
25083000,25083000,"SAL, ENXOFRE, TERRAS E PEDRAS, GESSO, CAL E CIMENTO",ARGILAS REFRATARIAS,NT,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:53.777198
25084010,25084010,"SAL, ENXOFRE, TERRAS E PEDRAS, GESSO, CAL E CIMENTO","ARGILAS PLASTICAS,TEOR DE F2O3<1.5%,PERDA P/CALCIN>12%",NT,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:53.784935
25084090,25084090,"SAL, ENXOFRE, TERRAS E PEDRAS, GESSO, CAL E CIMENTO",OUTROS ARGILAS,NT,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:53.792882
25085000,25085000,"SAL, ENXOFRE, TERRAS E PEDRAS, GESSO, CAL E CIMENTO","ANDALUZITA,CIANITA E SILIMANITA",NT,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:53.800984
25086000,25086000,"SAL, ENXOFRE, TERRAS E PEDRAS, GESSO, CAL E CIMENTO",MULITA,NT,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:53.809316
25087000,25087000,"SAL, ENXOFRE, TERRAS E PEDRAS, GESSO, CAL E CIMENTO",BARRO COZIDO EM PO (TERRA CHAMOTTE) E TERRA DE DINAS,NT,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:53.817393
25090000,25090000,"SAL, ENXOFRE, TERRAS E PEDRAS, GESSO, CAL E CIMENTO",CRE,NT,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:53.825358
27079910,27079910,"COMBUSTÍVEIS MINERAIS, ÓLEOS MINERAIS E PRODUTOS DA SUA DESTILAÇÃO, MATÉRIAS BETUMINOSAS, CERAS MINERAIS",CRESOIS (ISOMEROS FENOLICOS),0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:54.942658
27079990,27079990,"COMBUSTÍVEIS MINERAIS, ÓLEOS MINERAIS E PRODUTOS DA SUA DESTILAÇÃO, MATÉRIAS BETUMINOSAS, CERAS MINERAIS","OUTS.OLEOS E PRODS.DA DESTIL.DOS ALCATROES DA HULHA,ETC",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:54.950635
27081000,27081000,"COMBUSTÍVEIS MINERAIS, ÓLEOS MINERAIS E PRODUTOS DA SUA DESTILAÇÃO, MATÉRIAS BETUMINOSAS, CERAS MINERAIS",BREU OBTIDO DE ALCATROES MINERAIS,5,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:54.958422
27082000,27082000,"COMBUSTÍVEIS MINERAIS, ÓLEOS MINERAIS E PRODUTOS DA SUA DESTILAÇÃO, MATÉRIAS BETUMINOSAS, CERAS MINERAIS",COQUE DE BREU OBTIDO DE ALCATROES MINERAIS,5,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:54.968440
27090010,27090010,"COMBUSTÍVEIS MINERAIS, ÓLEOS MINERAIS E PRODUTOS DA SUA DESTILAÇÃO, MATÉRIAS BETUMINOSAS, CERAS MINERAIS",OLEOS BRUTOS DE PETROLEO,NT,2016-01-01T00:00:00,,M3,METRO CUBICO,Revertido pela NT 2016.001 v1.30,,,2018-03-02T17:28:54.976345
27090090,27090090,"COMBUSTÍVEIS MINERAIS, ÓLEOS MINERAIS E PRODUTOS DA SUA DESTILAÇÃO, MATÉRIAS BETUMINOSAS, CERAS MINERAIS",OLEOS BRUTOS DE MINERAIS BETUMINOSOS,NT,2016-01-01T00:00:00,,M3,METRO CUBICO,Revertido pela NT 2016.001 v1.30,,,2018-03-02T17:28:54.984451
27101210,27101210,"COMBUSTÍVEIS MINERAIS, ÓLEOS MINERAIS E PRODUTOS DA SUA DESTILAÇÃO, MATÉRIAS BETUMINOSAS, CERAS MINERAIS",HEXANO COMERCIAL,8,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:54.992298
27101221,27101221,"COMBUSTÍVEIS MINERAIS, ÓLEOS MINERAIS E PRODUTOS DA SUA DESTILAÇÃO, MATÉRIAS BETUMINOSAS, CERAS MINERAIS",DIISOBUTILENO (MISTURA DE ALQUILIDENOS),8,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:55.000507
27101229,27101229,"COMBUSTÍVEIS MINERAIS, ÓLEOS MINERAIS E PRODUTOS DA SUA DESTILAÇÃO, MATÉRIAS BETUMINOSAS, CERAS MINERAIS",OUTROS MISTURAS DE ALQUILIDENOS,8,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:55.008517
27101230,27101230,"COMBUSTÍVEIS MINERAIS, ÓLEOS MINERAIS E PRODUTOS DA SUA DESTILAÇÃO, MATÉRIAS BETUMINOSAS, CERAS MINERAIS",AGUARRAS MINERAL (WHITE SPIRIT),NT,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:55.017153
27101241,27101241,"COMBUSTÍVEIS MINERAIS, ÓLEOS MINERAIS E PRODUTOS DA SUA DESTILAÇÃO, MATÉRIAS BETUMINOSAS, CERAS MINERAIS",NAFTAS PARA PETROQUIMICA (QUE POSSA SERVIR A FORMULAÇÃO DE GASOLINA OU DIESEL),NT,2016-01-01T00:00:00,,M3,METRO CUBICO,Revertido pela NT 2016.001 v1.30,,,2018-03-02T17:28:55.025089
27101249,27101249,"COMBUSTÍVEIS MINERAIS, ÓLEOS MINERAIS E PRODUTOS DA SUA DESTILAÇÃO, MATÉRIAS BETUMINOSAS, CERAS MINERAIS","OUTRAS NAFTAS, EXCETO PARA PETROQUÍMICA",NT,2016-01-01T00:00:00,,M3,METRO CUBICO,Revertido pela NT 2016.001 v1.30,,,2018-03-02T17:28:55.035081
27101251,27101251,"COMBUSTÍVEIS MINERAIS, ÓLEOS MINERAIS E PRODUTOS DA SUA DESTILAÇÃO, MATÉRIAS BETUMINOSAS, CERAS MINERAIS",GASOLINAS DE AVIACAO,NT,2016-01-01T00:00:00,,M3,METRO CUBICO,Revertido pela NT 2016.001 v1.30,,,2018-03-02T17:28:55.043455
27101259,27101259,"COMBUSTÍVEIS MINERAIS, ÓLEOS MINERAIS E PRODUTOS DA SUA DESTILAÇÃO, MATÉRIAS BETUMINOSAS, CERAS MINERAIS","OUTROS GASOLINAS, EXCETO PARA AVIAÇÃO",NT,2016-01-01T00:00:00,,M3,METRO CUBICO,Revertido pela NT 2016.001 v1.30,,,2018-03-02T17:28:55.053991
28281000,28281000,"PRODUTOS QUÍMICOS INORGÂNICOS, COMPOSTOS INORGÂNICOS OU ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","HIPOCLORITOS DE CALCIO,INCL.O COMERCIAL",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:56.944256
28289011,28289011,"PRODUTOS QUÍMICOS INORGÂNICOS, COMPOSTOS INORGÂNICOS OU ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS",HIPOCLORITOS DE SODIO,0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:56.952448
28289019,28289019,"PRODUTOS QUÍMICOS INORGÂNICOS, COMPOSTOS INORGÂNICOS OU ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS",OUTROS HIPOCLORITOS,0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:56.960281
28289020,28289020,"PRODUTOS QUÍMICOS INORGÂNICOS, COMPOSTOS INORGÂNICOS OU ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS",CLORITO DE SODIO,0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:56.968495
28289090,28289090,"PRODUTOS QUÍMICOS INORGÂNICOS, COMPOSTOS INORGÂNICOS OU ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS",OUTROS CLORITOS E HIPOBROMITOS,0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:56.978413
28291100,28291100,"PRODUTOS QUÍMICOS INORGÂNICOS, COMPOSTOS INORGÂNICOS OU ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS",CLORATOS DE SODIO,0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:56.986541
28291910,28291910,"PRODUTOS QUÍMICOS INORGÂNICOS, COMPOSTOS INORGÂNICOS OU ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS",CLORATOS DE CALCIO,0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:56.995421
28291920,28291920,"PRODUTOS QUÍMICOS INORGÂNICOS, COMPOSTOS INORGÂNICOS OU ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS",CLORATOS DE POTASSIO,0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:57.003376
28291990,28291990,"PRODUTOS QUÍMICOS INORGÂNICOS, COMPOSTOS INORGÂNICOS OU ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS",OUTROS CLORATOS,0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:57.011637
28299011,28299011,"PRODUTOS QUÍMICOS INORGÂNICOS, COMPOSTOS INORGÂNICOS OU ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS",BROMATOS DE SODIO,0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:57.019625
28299012,28299012,"PRODUTOS QUÍMICOS INORGÂNICOS, COMPOSTOS INORGÂNICOS OU ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS",BROMATOS DE POTASSIO,0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:57.028229
28299019,28299019,"PRODUTOS QUÍMICOS INORGÂNICOS, COMPOSTOS INORGÂNICOS OU ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS",OUTROS BROMATOS,0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:57.038232
28299021,28299021,"PRODUTOS QUÍMICOS INORGÂNICOS, COMPOSTOS INORGÂNICOS OU ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS",PERBROMATOS DE SODIO,0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:57.048078
28299022,28299022,"PRODUTOS QUÍMICOS INORGÂNICOS, COMPOSTOS INORGÂNICOS OU ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS",PERBROMATOS DE POTASSIO,0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:57.055804
21069090,21069090,PREPARAÇÕES ALIMENTÍCIAS DIVERSAS,OUTROS PREPARACOES ALIMENTICIAS,0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:52.897112
15219019,15219019,"GORDURAS E ÓLEOS ANIMAIS OU VEGETAIS, PRODUTOS DA SUA DISSOCIAÇÃO, GORDURAS ALIMENTÍCIAS ELABORADAS, CERAS DE ORIGEM ANIMAL OU VEGETAL",OUTROS CERAS DE ABELHA,NT,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:51.032969
15219090,15219090,"GORDURAS E ÓLEOS ANIMAIS OU VEGETAIS, PRODUTOS DA SUA DISSOCIAÇÃO, GORDURAS ALIMENTÍCIAS ELABORADAS, CERAS DE ORIGEM ANIMAL OU VEGETAL","CERAS DE OUTS.INSETOS E ESPERMACETE,MESMO REFIN.CORADOS",NT,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:51.041084
15220000,15220000,"GORDURAS E ÓLEOS ANIMAIS OU VEGETAIS, PRODUTOS DA SUA DISSOCIAÇÃO, GORDURAS ALIMENTÍCIAS ELABORADAS, CERAS DE ORIGEM ANIMAL OU VEGETAL","DEGRAS E RESIDUOS DO TRATAM.DAS MATERIAS GRAXAS,ETC.",NT,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:51.048848
16010000,16010000,"PREPARAÇÕES DE CARNE, DE PEIXES OU DE CRUSTÁCEOS, DE MOLUSCOS OU DE OUTROS INVERTEBRADOS AQUÁTICOS","ENCHIDOS DE CARNE,MIUDEZAS,SANGUE,SUAS PREPARS.ALIMENTS",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:51.056763
16021000,16021000,"PREPARAÇÕES DE CARNE, DE PEIXES OU DE CRUSTÁCEOS, DE MOLUSCOS OU DE OUTROS INVERTEBRADOS AQUÁTICOS","PREPARS.ALIMENTS.HOMOGENEIZ.DE CARNES, MIUDEZAS,SANGUE",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:51.068519
16022000,16022000,"PREPARAÇÕES DE CARNE, DE PEIXES OU DE CRUSTÁCEOS, DE MOLUSCOS OU DE OUTROS INVERTEBRADOS AQUÁTICOS","PREPARS.ALIMENTICIAS E CONSERVAS,DE FIGADOS DE ANIMAIS",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:51.077073
16023100,16023100,"PREPARAÇÕES DE CARNE, DE PEIXES OU DE CRUSTÁCEOS, DE MOLUSCOS OU DE OUTROS INVERTEBRADOS AQUÁTICOS","PREPARACOES ALIMENTICIAS E CONSERVAS,DE PERU",0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:51.084734
16023210,16023210,"PREPARAÇÕES DE CARNE, DE PEIXES OU DE CRUSTÁCEOS, DE MOLUSCOS OU DE OUTROS INVERTEBRADOS AQUÁTICOS",GALO/GALINHA C/CONT.CARNE/MIUD.>=57% EM PESO NAO COZIDA,0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:51.092809
16023220,16023220,"PREPARAÇÕES DE CARNE, DE PEIXES OU DE CRUSTÁCEOS, DE MOLUSCOS OU DE OUTROS INVERTEBRADOS AQUÁTICOS",GALO/GALINHA C/CONT.CARNE/MIUD.>=57% EM PESO COZIDAS,0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:51.100495
16023230,16023230,"PREPARAÇÕES DE CARNE, DE PEIXES OU DE CRUSTÁCEOS, DE MOLUSCOS OU DE OUTROS INVERTEBRADOS AQUÁTICOS",GALO/GALINHA C/CONT.CARNE/MIUD.>=25 E <57% EM PESO,0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:51.108669
16023290,16023290,"PREPARAÇÕES DE CARNE, DE PEIXES OU DE CRUSTÁCEOS, DE MOLUSCOS OU DE OUTROS INVERTEBRADOS AQUÁTICOS",OUTRAS PREPARAÇÕES / CONSERVAS DE GALO E GALINHAS,0,2016-01-01T00:00:00,,KG,QUILOGRAMA,,,,2018-03-02T17:28:51.116261
